Time_Minutes,Power_PerUnit,Description
1246,0.141,"Frequency regulation signal (positive=discharge, negative=charge)"
1247,-0.0581,"Frequency regulation signal (positive=discharge, negative=charge)"
1248,-0.1638,"Frequency regulation signal (positive=discharge, negative=charge)"
1249,-0.6146,"Frequency regulation signal (positive=discharge, negative=charge)"
1250,0.0277,"Frequency regulation signal (positive=discharge, negative=charge)"
1251,0.3656,"Frequency regulation signal (positive=discharge, negative=charge)"
1252,-0.3722,"Frequency regulation signal (positive=discharge, negative=charge)"
1253,-0.3232,"Frequency regulation signal (positive=discharge, negative=charge)"
1254,-0.325,"Frequency regulation signal (positive=discharge, negative=charge)"
1255,-0.5685,"Frequency regulation signal (positive=discharge, negative=charge)"
1256,0.2791,"Frequency regulation signal (positive=discharge, negative=charge)"
1257,-0.0558,"Frequency regulation signal (positive=discharge, negative=charge)"
1258,-0.5746,"Frequency regulation signal (positive=discharge, negative=charge)"
1259,-0.471,"Frequency regulation signal (positive=discharge, negative=charge)"
1260,0.0329,"Frequency regulation signal (positive=discharge, negative=charge)"
1261,0.3181,"Frequency regulation signal (positive=discharge, negative=charge)"
1262,0.3846,"Frequency regulation signal (positive=discharge, negative=charge)"
1263,-0.201,"Frequency regulation signal (positive=discharge, negative=charge)"
1264,-0.0687,"Frequency regulation signal (positive=discharge, negative=charge)"
1265,-0.1113,"Frequency regulation signal (positive=discharge, negative=charge)"
1266,0.3907,"Frequency regulation signal (positive=discharge, negative=charge)"
1267,0.0608,"Frequency regulation signal (positive=discharge, negative=charge)"
1268,-0.3287,"Frequency regulation signal (positive=discharge, negative=charge)"
1269,-0.1098,"Frequency regulation signal (positive=discharge, negative=charge)"
1270,0.0991,"Frequency regulation signal (positive=discharge, negative=charge)"
1271,0.2692,"Frequency regulation signal (positive=discharge, negative=charge)"
1272,-0.164,"Frequency regulation signal (positive=discharge, negative=charge)"
1273,-0.3151,"Frequency regulation signal (positive=discharge, negative=charge)"
1274,-0.0489,"Frequency regulation signal (positive=discharge, negative=charge)"
1275,0.1041,"Frequency regulation signal (positive=discharge, negative=charge)"
1276,0.9032,"Frequency regulation signal (positive=discharge, negative=charge)"
1277,0.4756,"Frequency regulation signal (positive=discharge, negative=charge)"
1278,0.1216,"Frequency regulation signal (positive=discharge, negative=charge)"
1279,-0.0835,"Frequency regulation signal (positive=discharge, negative=charge)"
1280,0.2567,"Frequency regulation signal (positive=discharge, negative=charge)"
1281,0.4205,"Frequency regulation signal (positive=discharge, negative=charge)"
1282,0.3981,"Frequency regulation signal (positive=discharge, negative=charge)"
1283,0.0025,"Frequency regulation signal (positive=discharge, negative=charge)"
1284,-0.541,"Frequency regulation signal (positive=discharge, negative=charge)"
1285,-0.4336,"Frequency regulation signal (positive=discharge, negative=charge)"
1286,-0.2891,"Frequency regulation signal (positive=discharge, negative=charge)"
1287,0.064,"Frequency regulation signal (positive=discharge, negative=charge)"
1288,-0.5821,"Frequency regulation signal (positive=discharge, negative=charge)"
1289,-0.848,"Frequency regulation signal (positive=discharge, negative=charge)"
1290,0.0088,"Frequency regulation signal (positive=discharge, negative=charge)"
1291,0.7786,"Frequency regulation signal (positive=discharge, negative=charge)"
1292,0.2237,"Frequency regulation signal (positive=discharge, negative=charge)"
1293,0.0672,"Frequency regulation signal (positive=discharge, negative=charge)"
1294,-0.1979,"Frequency regulation signal (positive=discharge, negative=charge)"
1295,0.0113,"Frequency regulation signal (positive=discharge, negative=charge)"
1296,0.4304,"Frequency regulation signal (positive=discharge, negative=charge)"
1297,-0.0069,"Frequency regulation signal (positive=discharge, negative=charge)"
1298,-0.3408,"Frequency regulation signal (positive=discharge, negative=charge)"
1299,-0.5239,"Frequency regulation signal (positive=discharge, negative=charge)"
1300,-0.5004,"Frequency regulation signal (positive=discharge, negative=charge)"
1301,0.0826,"Frequency regulation signal (positive=discharge, negative=charge)"
1302,-0.2553,"Frequency regulation signal (positive=discharge, negative=charge)"
1303,-0.6849,"Frequency regulation signal (positive=discharge, negative=charge)"
1304,-0.4709,"Frequency regulation signal (positive=discharge, negative=charge)"
1305,-0.3919,"Frequency regulation signal (positive=discharge, negative=charge)"
1306,0.1594,"Frequency regulation signal (positive=discharge, negative=charge)"
1307,0.1133,"Frequency regulation signal (positive=discharge, negative=charge)"
1308,0.0259,"Frequency regulation signal (positive=discharge, negative=charge)"
1309,-0.19,"Frequency regulation signal (positive=discharge, negative=charge)"
1310,-0.0233,"Frequency regulation signal (positive=discharge, negative=charge)"
1311,0.3825,"Frequency regulation signal (positive=discharge, negative=charge)"
1312,0.3225,"Frequency regulation signal (positive=discharge, negative=charge)"
1313,-0.2664,"Frequency regulation signal (positive=discharge, negative=charge)"
1314,-0.5474,"Frequency regulation signal (positive=discharge, negative=charge)"
1315,-0.5686,"Frequency regulation signal (positive=discharge, negative=charge)"
1316,-0.2463,"Frequency regulation signal (positive=discharge, negative=charge)"
1317,-0.1798,"Frequency regulation signal (positive=discharge, negative=charge)"
1318,-0.535,"Frequency regulation signal (positive=discharge, negative=charge)"
1319,-0.4765,"Frequency regulation signal (positive=discharge, negative=charge)"
1320,-0.0465,"Frequency regulation signal (positive=discharge, negative=charge)"
1321,0.4293,"Frequency regulation signal (positive=discharge, negative=charge)"
1322,0.2839,"Frequency regulation signal (positive=discharge, negative=charge)"
1323,0.1004,"Frequency regulation signal (positive=discharge, negative=charge)"
1324,-0.0687,"Frequency regulation signal (positive=discharge, negative=charge)"
1325,-0.2023,"Frequency regulation signal (positive=discharge, negative=charge)"
1326,0.2467,"Frequency regulation signal (positive=discharge, negative=charge)"
1327,0.2334,"Frequency regulation signal (positive=discharge, negative=charge)"
1328,-0.402,"Frequency regulation signal (positive=discharge, negative=charge)"
1329,-0.2154,"Frequency regulation signal (positive=discharge, negative=charge)"
1330,0.208,"Frequency regulation signal (positive=discharge, negative=charge)"
1331,0.4121,"Frequency regulation signal (positive=discharge, negative=charge)"
1332,0.0326,"Frequency regulation signal (positive=discharge, negative=charge)"
1333,0.0667,"Frequency regulation signal (positive=discharge, negative=charge)"
1334,-0.2396,"Frequency regulation signal (positive=discharge, negative=charge)"
1335,0.0303,"Frequency regulation signal (positive=discharge, negative=charge)"
1336,0.3403,"Frequency regulation signal (positive=discharge, negative=charge)"
1337,0.3586,"Frequency regulation signal (positive=discharge, negative=charge)"
1338,0.0278,"Frequency regulation signal (positive=discharge, negative=charge)"
1339,0.034,"Frequency regulation signal (positive=discharge, negative=charge)"
1340,0.2841,"Frequency regulation signal (positive=discharge, negative=charge)"
1341,0.4735,"Frequency regulation signal (positive=discharge, negative=charge)"
1342,0.3661,"Frequency regulation signal (positive=discharge, negative=charge)"
1343,0.0713,"Frequency regulation signal (positive=discharge, negative=charge)"
1344,-0.1729,"Frequency regulation signal (positive=discharge, negative=charge)"
1345,-0.442,"Frequency regulation signal (positive=discharge, negative=charge)"
1346,-0.4099,"Frequency regulation signal (positive=discharge, negative=charge)"
1347,0.1713,"Frequency regulation signal (positive=discharge, negative=charge)"
1348,-0.6122,"Frequency regulation signal (positive=discharge, negative=charge)"
1349,-0.4411,"Frequency regulation signal (positive=discharge, negative=charge)"
1350,-0.2794,"Frequency regulation signal (positive=discharge, negative=charge)"
1351,-0.0551,"Frequency regulation signal (positive=discharge, negative=charge)"
1352,0.3555,"Frequency regulation signal (positive=discharge, negative=charge)"
1353,0.0741,"Frequency regulation signal (positive=discharge, negative=charge)"
1354,-0.3063,"Frequency regulation signal (positive=discharge, negative=charge)"
1355,-0.4627,"Frequency regulation signal (positive=discharge, negative=charge)"
1356,0.1611,"Frequency regulation signal (positive=discharge, negative=charge)"
1357,0.152,"Frequency regulation signal (positive=discharge, negative=charge)"
1358,-0.666,"Frequency regulation signal (positive=discharge, negative=charge)"
1359,-0.5284,"Frequency regulation signal (positive=discharge, negative=charge)"
1360,-0.3472,"Frequency regulation signal (positive=discharge, negative=charge)"
1361,0.0234,"Frequency regulation signal (positive=discharge, negative=charge)"
1362,-0.1734,"Frequency regulation signal (positive=discharge, negative=charge)"
1363,-0.7049,"Frequency regulation signal (positive=discharge, negative=charge)"
1364,-0.316,"Frequency regulation signal (positive=discharge, negative=charge)"
1365,-0.2211,"Frequency regulation signal (positive=discharge, negative=charge)"
1366,0.1718,"Frequency regulation signal (positive=discharge, negative=charge)"
1367,-0.0475,"Frequency regulation signal (positive=discharge, negative=charge)"
1368,-0.2555,"Frequency regulation signal (positive=discharge, negative=charge)"
1369,-0.4374,"Frequency regulation signal (positive=discharge, negative=charge)"
1370,-0.0292,"Frequency regulation signal (positive=discharge, negative=charge)"
1371,0.5843,"Frequency regulation signal (positive=discharge, negative=charge)"
1372,-0.2045,"Frequency regulation signal (positive=discharge, negative=charge)"
1373,-0.6756,"Frequency regulation signal (positive=discharge, negative=charge)"
1374,-0.2324,"Frequency regulation signal (positive=discharge, negative=charge)"
1375,-0.325,"Frequency regulation signal (positive=discharge, negative=charge)"
1376,-0.1435,"Frequency regulation signal (positive=discharge, negative=charge)"
1377,0.1123,"Frequency regulation signal (positive=discharge, negative=charge)"
1378,-0.5103,"Frequency regulation signal (positive=discharge, negative=charge)"
1379,-0.0512,"Frequency regulation signal (positive=discharge, negative=charge)"
1380,0.1014,"Frequency regulation signal (positive=discharge, negative=charge)"
1381,0.2505,"Frequency regulation signal (positive=discharge, negative=charge)"
1382,0.7522,"Frequency regulation signal (positive=discharge, negative=charge)"
1383,-0.0932,"Frequency regulation signal (positive=discharge, negative=charge)"
1384,0.0906,"Frequency regulation signal (positive=discharge, negative=charge)"
1385,0.2754,"Frequency regulation signal (positive=discharge, negative=charge)"
1386,0.7177,"Frequency regulation signal (positive=discharge, negative=charge)"
1387,0.5978,"Frequency regulation signal (positive=discharge, negative=charge)"
1388,-0.1301,"Frequency regulation signal (positive=discharge, negative=charge)"
1389,-0.4607,"Frequency regulation signal (positive=discharge, negative=charge)"
1390,0.019,"Frequency regulation signal (positive=discharge, negative=charge)"
1391,0.0585,"Frequency regulation signal (positive=discharge, negative=charge)"
1392,0.5011,"Frequency regulation signal (positive=discharge, negative=charge)"
1393,-0.1787,"Frequency regulation signal (positive=discharge, negative=charge)"
1394,-0.3174,"Frequency regulation signal (positive=discharge, negative=charge)"
1395,0.1589,"Frequency regulation signal (positive=discharge, negative=charge)"
1396,0.2187,"Frequency regulation signal (positive=discharge, negative=charge)"
1397,0.2499,"Frequency regulation signal (positive=discharge, negative=charge)"
1398,0.3692,"Frequency regulation signal (positive=discharge, negative=charge)"
1399,-0.1062,"Frequency regulation signal (positive=discharge, negative=charge)"
1400,0.0682,"Frequency regulation signal (positive=discharge, negative=charge)"
1401,0.6047,"Frequency regulation signal (positive=discharge, negative=charge)"
1402,0.5403,"Frequency regulation signal (positive=discharge, negative=charge)"
1403,0.0022,"Frequency regulation signal (positive=discharge, negative=charge)"
1404,-0.1387,"Frequency regulation signal (positive=discharge, negative=charge)"
1405,-0.2719,"Frequency regulation signal (positive=discharge, negative=charge)"
1406,-0.1592,"Frequency regulation signal (positive=discharge, negative=charge)"
1407,0.3094,"Frequency regulation signal (positive=discharge, negative=charge)"
1408,-0.379,"Frequency regulation signal (positive=discharge, negative=charge)"
1409,-0.4212,"Frequency regulation signal (positive=discharge, negative=charge)"
1410,0.2438,"Frequency regulation signal (positive=discharge, negative=charge)"
1411,0.4402,"Frequency regulation signal (positive=discharge, negative=charge)"
1412,0.3636,"Frequency regulation signal (positive=discharge, negative=charge)"
1413,0.3796,"Frequency regulation signal (positive=discharge, negative=charge)"
1414,-0.2945,"Frequency regulation signal (positive=discharge, negative=charge)"
1415,0.2641,"Frequency regulation signal (positive=discharge, negative=charge)"
1416,0.3067,"Frequency regulation signal (positive=discharge, negative=charge)"
1417,0.1528,"Frequency regulation signal (positive=discharge, negative=charge)"
1418,-0.0411,"Frequency regulation signal (positive=discharge, negative=charge)"
1419,-0.4384,"Frequency regulation signal (positive=discharge, negative=charge)"
1420,-0.2114,"Frequency regulation signal (positive=discharge, negative=charge)"
1421,0.1472,"Frequency regulation signal (positive=discharge, negative=charge)"
1422,-0.2445,"Frequency regulation signal (positive=discharge, negative=charge)"
1423,-0.6528,"Frequency regulation signal (positive=discharge, negative=charge)"
1424,-0.7374,"Frequency regulation signal (positive=discharge, negative=charge)"
1425,-0.556,"Frequency regulation signal (positive=discharge, negative=charge)"
1426,0.6127,"Frequency regulation signal (positive=discharge, negative=charge)"
1427,-0.0559,"Frequency regulation signal (positive=discharge, negative=charge)"
1428,-0.1856,"Frequency regulation signal (positive=discharge, negative=charge)"
1429,-0.2906,"Frequency regulation signal (positive=discharge, negative=charge)"
1430,0.0922,"Frequency regulation signal (positive=discharge, negative=charge)"
1431,0.4314,"Frequency regulation signal (positive=discharge, negative=charge)"
1432,0.2662,"Frequency regulation signal (positive=discharge, negative=charge)"
1433,-0.4445,"Frequency regulation signal (positive=discharge, negative=charge)"
1434,-0.5333,"Frequency regulation signal (positive=discharge, negative=charge)"
1435,-0.2012,"Frequency regulation signal (positive=discharge, negative=charge)"
1436,-0.0339,"Frequency regulation signal (positive=discharge, negative=charge)"
1437,0.2511,"Frequency regulation signal (positive=discharge, negative=charge)"
1438,-0.2659,"Frequency regulation signal (positive=discharge, negative=charge)"
1439,-0.243,"Frequency regulation signal (positive=discharge, negative=charge)"
